sample_id,macrocategory,category,type,subtype,fermented/non-fermented,country,cluster_div,unknown_per
WK051-1-L-48h-04D5_S3,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2489,0.864604259
WK053-1-L-08h-04E3_S10,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2198,0.873066424
WK011-1-L-48h-02A6_S66,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,3094,0.889786684
ERS1807709,food,fermented_beverages,water_kefir,water_kefir_figs,F,BEL,2897,0.701415257
WK001-2-L-08h-01F3_S27,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,2483,0.90052356
WK018-2-G-48h-01E3_S18,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,3707,0.866199083
WK018T-1-L-08h-05E8_S96,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,1162,0.7616179
WK037-2-G-48h-04B4_S113,food,fermented_beverages,water_kefir,water_kefir_figs_semi-dry_grain,F,AUS,2905,0.920826162
WK048-2-L-48h-03I9_S100,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2684,0.890834575
WK014-1-L-48h-02B9_S78,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DNK,2958,0.85260311
WK020-2-L-08h-02E7_S103,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2568,0.831386293
SRS2706107,food,fermented_fruits_and_vegetables,sauerkraut,,F,USA,754,0.797082228
AF82,food,fermented_tubers_and_roots,attieke,cassava,F,BFA,1451,0.773949001
WK013-2-L-08h-02B6_S75,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,1609,0.768178993
WK024-1-L-48h-02G7_S121,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,2735,0.89213894
WK051-2-L-08h-04D6_S4,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2887,0.889158296
WK056-1-L-08h-04F6_S22,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,2497,0.893071686
WK006-2-L-08h-01H5_S47,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,1709,0.877706261
WK012-1-L-48h-02B1_S70,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,2450,0.824897959
WK029-2-L-08h-03A4_S23,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,1201,0.850957535
WK020-1-L-08h-02E5_S101,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2299,0.810352327
WK003-1-L-08h-01F9_S33,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,1940,0.914948454
WK011-2-G-48h-01D5_S11,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,DEU,1885,0.899734748
WK034-1-L-48h-03C5_S42,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,CAN,3190,0.903761755
WK050-2-L-08h-04C9_S127,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,3251,0.895724392
WK046-2-L-48h-03I1_S92,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,SGP,1861,0.889306824
WK062-1-L-08h-04I3_S46,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2287,0.880629646
WK003-2-L-48h-01G3_S36,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,3238,0.916615195
WK019-2-L-48h-02E4_S100,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,3641,0.853611645
WK037-1-L-08h-03D7_S53,food,fermented_beverages,water_kefir,water_kefir_figs_semi-dry_liquid,F,AUS,1011,0.854599407
WK050-2-L-48h-04D1_S128,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,2644,0.900529501
WK034-1-L-08h-03C4_S41,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,CAN,2821,0.907834101
ERS1739840,food,dairy,nunu,,F,GHA,2402,0.683180683
P2580,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,3662,0.916712179
SRS5653318,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1186,0.704047218
SRS3379169,food,fermented_fruits_and_vegetables,red_pepper_sauce,,F,CHN,851,0.824911868
P2190_73322,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,936,0.627136752
SRS5653168,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1509,0.778661365
SRS5653013,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,CAN,1216,0.711348684
P2188_73322,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,420,0.745238095
SRS5652913,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,539,0.80890538
SRS5652970,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,822,0.832116788
SRS5653126,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1820,0.785714286
ERS3967696,food,fermented_beverages,tepache,ananas,F,MEX,1721,0.788495061
SRS5653049,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,757,0.829590489
SRS5653156,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1210,0.704958678
SRS5652972,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,472,0.75
SRS5652926,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1359,0.825607064
SRS5653388,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,571,0.684763573
SRS5653333,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1153,0.869904597
SRS5653346,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1152,0.6953125
SRS5653396,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1553,0.769478429
SRS5653393,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,850,0.715294118
SRS5653217,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,NZL,1897,0.838165525
SRS5653283,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,717,0.536959554
DS_107,food,fermented_meat,salami,salame_campagnolo,F,ITA,3121,0.779557834
ERS3967737,food,fermented_fruits_and_vegetables,tomato_and_mustards,tomato_and_mustards_seeds_in_2percent_brine,F,IRL,687,0.836972344
SRS5653094,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1587,0.77189666
950_Rush_Creek,food,dairy,cheese,rush_creek_reserve,F,USA,2530,0.887747036
VB-16-M15,food,dairy,cheese,ripened_cheese_c2_rind,F,AUT,9325,0.913458445
VB-14-M17,food,dairy,cheese,ripened_cheese_c1_rind,F,AUT,8082,0.950878495
C06-18,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,1367,0.896122897
626_Red_Hawk,food,dairy,cheese,red_hawk,F,USA,2224,0.743705036
ERS3466789,food,dairy,cheese,brie,F,IRL,2019,0.862308073
322_Camembert,food,dairy,cheese,camembert,F,FRA,1245,0.869879518
I-26,food,dairy,cheese,cheese_rind_2_t0,F,ITA,1101,0.632152589
SRS2920553,food,fermented_beverages,tea,pu-erh_tea,F,CHN,1718,0.696740396
SRS2920554,food,fermented_beverages,tea,pu-erh_tea,F,CHN,1720,0.695348837
I-24,food,dairy,cheese,cheese_core_2_t0,F,ITA,836,0.58492823
L3,food,dairy,kefir,milk_kefir,F,GBR,901,0.615982242
U2,food,dairy,kefir,milk_kefir,F,IRL,981,0.582059123
P2184_73322,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,1109,0.619477006
SRS2920552,food,fermented_beverages,tea,pu-erh_tea,F,CHN,1706,0.6992966
P2189_73322,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,539,0.576994434
SRS1050145,food,fermented_fruits_and_vegetables,grape,vitis_vinifera_l_cv_corvina_grape_withering,F,ITA,863,0.485515643
F8,food,dairy,kefir,milk_kefir,F,GBR,953,0.621196222
N2,food,dairy,kefir,milk_kefir,F,GBR,1487,0.652320108
P2187_73322,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,923,0.594799567
F2,food,dairy,kefir,milk_kefir,F,GBR,1447,0.641326883
P2182_73322,food,dairy,whey,whey,F,ESP,815,0.602453988
P2485,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,1722,0.745644599
P2543,food,dairy,whey,whey,F,ESP,1063,0.622765757
R04-19,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,2045,0.752567237
J2,food,dairy,kefir,milk_kefir,F,TWN,1307,0.858454476
WK062-2-L-08h-04I5_S48,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,1802,0.883462819
ERS2068302,food,fermented_beverages,coffee,coffee_arabica,F,ECU,447,0.756152125
ERS1354638,food,dairy,kefir,milk_kefir,F,GBR,391,0.764705882
AF38,food,fermented_grains_legumes_and_seeds,agadagidi,millet,F,NGA,1055,0.815165877
VB02-26,food,dairy,cheese,fresh_cheese_b_rind,F,AUT,672,0.735119048
WK026-2-L-48h-02I2_S12,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,3183,0.861451461
ERS1354636,food,dairy,kefir,milk_kefir,F,FRA,400,0.7675
B8,food,dairy,kefir,milk_kefir,F,GRC,1161,0.874246339
P2528,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,672,0.825892857
J10,food,dairy,kefir,milk_kefir,F,IRL,494,0.767206478
RC17-04-AC,food,dairy,cheese,fresh_cheese_a_core,F,AUT,231,0.770562771
P2535,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,656,0.832317073
A8,food,dairy,kefir,milk_kefir,F,CHN,506,0.776679842
A7,food,dairy,kefir,milk_kefir,F,CHN,641,0.72074883
RC17-02,food,dairy,whey,whey,F,AUT,953,0.750262329
VB09-24,food,dairy,cheese,fresh_cheese_b_core,F,AUT,439,0.756264237
P2532,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,656,0.830792683
P2158_73322,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,978,0.853783231
P2518,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,754,0.706896552
P2530,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,501,0.790419162
F6,food,dairy,kefir,milk_kefir,F,GBR,486,0.783950617
P3,food,dairy,kefir,milk_kefir,F,DEU,1036,0.691119691
P2527,food,dairy,whey,whey,F,ESP,305,0.77704918
VB09-25,food,dairy,cheese,fresh_cheese_a_rind,F,AUT,430,0.748837209
VB09-26,food,dairy,cheese,fresh_cheese_b_rind,F,AUT,456,0.747807018
SF009_71775,food,fermented_meat,salami,salame_felino,F,ITA,1036,0.644787645
VB02-25,food,dairy,cheese,fresh_cheese_a_rind,F,AUT,684,0.736842105
P2529,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,486,0.783950617
WK054-2-L-48h-04F1_S17,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,3316,0.876055489
WK021-2-L-08h-02F2_S107,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,1018,0.78388998
P2484,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,769,0.769830949
WK019-1-L-08h-02E1_S97,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2084,0.857005758
WK019-2-G-48h-01E4_S19,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,2517,0.851410409
TGS01-28,food,dairy,cheese,cheese_2_after_ripening;core,F,IRL,1084,0.814575646
WK009-2-L-08h-01I8_S59,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,2297,0.871136265
SRS5652931,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,865,0.839306358
P2523,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,311,0.768488746
WK019-1-L-48h-02E2_S98,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2605,0.86756238
ERS3466761,food,dairy,cheese,tomme,F,IRL,811,0.742293465
WK058-2-L-48h-04G8_S33,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,ZAF,2850,0.874385965
WK002-2-G-48h-01C5_S1,food,fermented_beverages,water_kefir,water_kefir_figs_frozen_grain,F,GBR,1755,0.820512821
ERS1354648,food,dairy,kefir,milk_kefir,F,IRL,774,0.895348837
WK017-1-L-08h-02D2_S89,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2103,0.833095578
F9,food,dairy,kefir,milk_kefir,F,GBR,334,0.781437126
WK023-1-L-08h-02G2_S116,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,1188,0.911616162
ERS3466730,food,dairy,cheese,smoked_cheese,F,IRL,504,0.857142857
P2534,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,685,0.839416058
WK002-2-G-48h-01C5_S133,food,fermented_beverages,water_kefir,water_kefir_figs_frozen_grain,F,GBR,1593,0.81920904
WK002-2-G-48h-01C5_S2,food,fermented_beverages,water_kefir,water_kefir_figs_frozen_grain,F,GBR,1691,0.814311059
WK023-1-L-48h-02G3_S117,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,1179,0.909245123
P2477,food,dairy,whey,whey,F,ESP,489,0.852760736
P2525,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,777,0.674388674
WK023-2-L-08h-02G4_S118,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,1215,0.908641975
ERS1354642,food,dairy,kefir,milk_kefir,F,IRL,229,0.755458515
ERS3967710,food,fermented_fruits_and_vegetables,sauerkraut,,F,IRL,493,0.823529412
WK019-2-L-08h-02E3_S99,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2435,0.835318275
WK033-1-L-08h-03B9_S37,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,5024,0.770302548
WK003-2-L-08h-01G2_S35,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,IRL,1693,0.93266391
WK002-2-L-48h-01F8_S32,food,fermented_beverages,water_kefir,water_kefir_figs_frozen_liquid,F,GBR,2411,0.852758192
ERS3967730,food,fermented_fruits_and_vegetables,kimchi,brussels_sprout_kimchi,F,IRL,458,0.864628821
ERS2068301,food,fermented_beverages,coffee,coffee_arabica,F,ECU,695,0.723741007
AF03,food,fermented_tubers_and_roots,gari,cassava,F,NGA,597,0.835845896
WK012-1-L-08h-02A9_S69,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,1967,0.837315709
WK029-1-L-08h-03A2_S21,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,875,0.844571429
WK062-2-L-48h-04I6_S49,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,2195,0.894305239
WK055-1-L-48h-04F3_S19,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,AUT,1564,0.933503836
WK012-2-L-08h-02B2_S71,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,ITA,1943,0.834276891
WK014-1-L-08h-02B8_S77,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DNK,1859,0.845077999
WK028-2-L-08h-02I9_S19,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2040,0.916176471
WK061-1-L-48h-04H9_S43,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,BEL,657,0.937595129
WK028-1-L-08h-02I7_S17,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2038,0.91609421
WK061-2-L-48h-04I2_S45,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,BEL,1125,0.938666667
WK061-2-G-48h-05H4_S119,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,BEL,783,0.928480204
WK065-2-G-48h-05H9_S124,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,USA,662,0.941087613
WK065-2-L-08h-05B3_S64,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,1301,0.948501153
WK023-2-G-48h-01E8_S23,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,IRL,996,0.918674699
WK028-2-L-48h-03A1_S20,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2793,0.863229502
WK061-1-L-08h-04H8_S42,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,BEL,574,0.921602787
WK065-1-L-08h-05B1_S62,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,1310,0.951145038
WK028-1-L-48h-02I8_S18,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,2803,0.861576882
WK028-2-G-48h-04A4_S104,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,3245,0.881664099
AF05,food,fermented_grains_legumes_and_seeds,kunu,millet,F,NGA,456,0.728070175
AF60,food,fermented_grains_legumes_and_seeds,ogi,ogi_maize_zea_mays,F,NGA,476,0.731092437
AF78,food,fermented_grains_legumes_and_seeds,massa,millet,F,BFA,1253,0.696727853
SG007_71775,food,fermented_meat,salami,salame_di_cinghiale,F,ITA,381,0.832020997
AF50,food,fermented_grains_legumes_and_seeds,ogi,millet,F,NGA,419,0.742243437
SF007_71775,food,fermented_meat,salami,salame_felino,F,ITA,548,0.804744526
DRS139333,food,alcohol,grain,chinese_liquor,F,CHN,1346,0.881872214
AF61,food,fermented_grains_legumes_and_seeds,ogi,ogi_baba_sorghum_bicolor,F,NGA,235,0.723404255
SC012_71775,food,fermented_meat,salami,soppressata_di_calabria,F,ITA,4245,0.844287397
AF44,food,fermented_tubers_and_roots,gari,cassava,F,NGA,1267,0.785319653
CSB737,food,dairy,cheese,cheese_rind,F,USA,2233,0.862964622
WK013-1-L-08h-02B4_S73,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,1768,0.790723982
VB11-23,food,dairy,cheese,fresh_cheese_a_core,F,AUT,509,0.781925344
P2561,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,1521,0.743589744
ERS3967693,food,fermented_tubers_and_roots,turnip,,F,GBR,871,0.714121699
B3W,food,alcohol,beer,lambic_beer,F,BEL,1137,0.36235708
WK067-1-L-08h-05B9_S70,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,1633,0.510716473
WK069-2-G-48h-05I4_S128,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,HKG,1423,0.510892481
DF_59,food,dairy,cheese,gorgonzola,F,ITA,3645,0.709465021
WK066-2-L-08h-05B7_S68,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,COL,1331,0.343350864
C03-18,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,730,0.921917808
F01-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,781,0.871959027
R02-19,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,630,0.977777778
C03-19,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,1797,0.86032276
R04-18,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,1048,0.839694656
R01-18,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,1014,0.934911243
R01-19,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,712,0.907303371
R02-18,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,568,0.980633803
C06-19,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,740,0.917567568
F01-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,366,0.784153005
VB-03-BD,food,dairy,cheese,ripened_cheese_d1_rind,F,AUT,5046,0.924098296
DS_89,food,fermented_meat,salami,norcino_umbro,F,ITA,1491,0.756539235
SRS4562503,food,fermented_grains_legumes_and_seeds,soybean,kinema,F,IND,1722,0.693379791
C07-19,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,2957,0.685492053
ERS2032128,food,dairy,cheese,cheddar,F,IRL,717,0.959553696
ERS3466749,food,dairy,cheese,mild,F,IRL,477,0.42557652
DF_18,food,dairy,cheese,taleggio,F,ITA,2979,0.802618328
337_Mileens,food,dairy,cheese,milleens,F,IRL,2247,0.837116155
ERS3466790,food,dairy,cheese,smoked_cheese,F,IRL,1375,0.736727273
316_Langre,food,dairy,cheese,langres,F,FRA,1816,0.717511013
WK042-2-G-48h-04B9_S118,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,EST,588,0.649659864
WK042-1-L-08h-03F9_S73,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,EST,1018,0.778978389
AF21,food,alcohol,palm_wine,palm_tree,F,NGA,826,0.629539952
AF91,food,alcohol,palm_wine,palm_sap,F,NGA,1183,0.662721893
WK042-2-L-48h-03G3_S76,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,EST,1248,0.804487179
WK042-2-L-08h-03G2_S75,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,EST,572,0.648601399
WK042-1-L-48h-03G1_S74,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,EST,1278,0.805164319
AF19,food,alcohol,palm_wine,palm_tree,F,NGA,847,0.622195986
AF23,food,alcohol,palm_wine,palm_tree,F,NGA,950,0.618947368
WK018T-1-L-00h-05D5_S84,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,415,0.742168675
WK018T-2-L-00h-05D6_S85,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,578,0.737024221
WK008-1-L-48h-01I3_S54,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,ESP,341,0.7771261
WK008-2-L-08h-01I4_S55,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,ESP,391,0.744245524
injera_E2,food,fermented_grains_legumes_and_seeds,injera,teff,F,ETH,986,0.952332657
WK067-2-L-48h-05C3_S73,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,USA,1226,0.920880914
WK040-2-L-08h-03F3_S67,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,CAN,2267,0.917512131
B3M,food,alcohol,beer,lambic_beer,F,BEL,779,0.940949936
WK040-1-L-48h-03F2_S66,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,CAN,2140,0.908411215
G10,food,dairy,kefir,milk_kefir,F,IRL,945,0.830687831
WK040-2-L-48h-03F4_S68,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,CAN,2387,0.919983243
G12,food,dairy,kefir,milk_kefir,F,IRL,667,0.934032984
B9M,food,alcohol,beer,lambic_beer,F,BEL,1062,0.93220339
WK052-1-L-08h-04D8_S6,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,645,0.941085271
WK052-1-L-48h-04D9_S7,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,685,0.940145985
SRS5653399,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,691,0.930535456
ERS3466727,food,dairy,cheese,tomme,F,IRL,959,0.790406674
ERS3967726,food,dairy,kefir,pasteurized_milk_kefir,F,IRL,674,0.62611276
VB12-F-BR,food,dairy,cheese,ripened_cheese_b_rind,F,AUT,10894,0.941527446
873_Challerhocker,food,dairy,cheese,challerhocker,F,CHE,2229,0.967249888
P2641,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,993,0.993957704
DF_25,food,dairy,cheese,gorgonzola,F,ITA,3544,0.934819413
DF_74,food,dairy,cheese,gorgonzola,F,ITA,1954,0.981064483
B13M,food,alcohol,beer,lambic_beer,F,BEL,1374,0.941048035
WK061-2-L-08h-04I1_S44,food,fermented_beverages,water_kefir,water_kefir_figs_dried_liquid,F,BEL,127,0.881889764
E2,food,dairy,kefir,milk_kefir,F,GBR,998,0.641282565
DS_13,food,fermented_meat,salami,cacciatore_italiano,F,ITA,3055,0.794435352
WK049-1-L-48h-05A7_S59,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,763,0.871559633
CSB739,food,dairy,cheese,cheese_rind,F,USA,1496,0.792112299
CSB307,food,dairy,cheese,cheese_rind,F,FRA,1518,0.795783926
WK040-2-G-48h-04B7_S116,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,CAN,2429,0.93577604
ERS3967713,food,fermented_fruits_and_vegetables,sauerkraut,golden_child,F,IRL,317,0.798107256
P2553,food,dairy,whey,whey,F,ESP,171,0.865497076
AF81,food,fermented_tubers_and_roots,mou,cassava,F,BFA,2294,0.845684394
C04-19,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,305,0.944262295
SRS4562502,food,fermented_grains_legumes_and_seeds,soybean,kinema,F,IND,2152,0.527881041
AF15,food,fermented_tubers_and_roots,ogiri,melon_seeds,F,NGA,972,0.690329218
SRS4562501,food,fermented_grains_legumes_and_seeds,soybean,kinema,F,IND,781,0.841229193
AF56,food,fermented_grains_legumes_and_seeds,iru,parkia_biglobosa_seeds,F,NGA,1140,0.364035088
AF47,food,fermented_grains_legumes_and_seeds,okpehe,ceiba_pentandra,F,NGA,1419,0.485553206
NM20-2,food,dairy,koumiss,,F,CHN,951,0.984227129
NM21-3,food,dairy,koumiss,,F,CHN,821,0.984165652
ERS3967732,food,fermented_fruits_and_vegetables,garlic,garlic_kraut,F,IRL,739,0.967523681
NM18-1,food,dairy,koumiss,,F,CHN,1230,0.909756098
NM21-2,food,dairy,koumiss,,F,CHN,1014,0.882642998
NM21-1,food,dairy,koumiss,,F,CHN,785,0.989808917
NM20-1,food,dairy,koumiss,,F,CHN,1065,0.914553991
AF83,food,fermented_grains_legumes_and_seeds,iru,parkia_biglobosa_seeds,F,NGA,1317,0.320425209
AF52,food,fermented_grains_legumes_and_seeds,iru,iru_woro;locust_bean,F,NGA,1196,0.4590301
SRS1779539,food,fermented_meat,meat,felino-type_sausages,F,ITA,768,0.608072917
SRS1779552,food,fermented_meat,meat,felino-type_sausages,F,ITA,707,0.611032532
DF_58,food,dairy,cheese,gorgonzola,F,ITA,2174,0.833946642
ERS3466744,food,dairy,cheese,blue_cheese,F,IRL,561,0.643493761
AF09,food,fermented_tubers_and_roots,ogiri,melon_seeds,F,NGA,1432,0.325418994
SRS5653248,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,839,0.933253874
AF41,food,fermented_grains_legumes_and_seeds,otika,millet,F,NGA,706,0.678470255
SRS5653250,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,CAN,325,0.972307692
ERS3967703,food,fermented_tubers_and_roots,daikon,,F,CHN,538,0.605947955
SRS5653276,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,335,0.973134328
SRS5653219,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,353,0.974504249
SRS5653198,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,706,0.794617564
N-28.0,food,dairy,cheese,mozzarella,F,ITA,318,0.751572327
SRS5653047,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,353,0.974504249
VB14-28,food,dairy,cheese,ripened_cheese_b_core,F,AUT,353,0.750708215
